row_no,user_id,is_anomaly,anomaly_reason
1,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
2,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
3,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
4,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
5,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R00y_신규기기
6,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
7,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
8,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
9,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
10,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
11,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
12,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
13,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
14,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
15,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R006_단기반복
16,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R006_단기반복
17,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R006_단기반복
18,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
19,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
20,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
21,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R007_해외결제
22,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
23,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
24,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
25,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
26,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
27,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
28,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
29,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
30,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
31,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
32,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
33,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
34,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
35,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
36,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
37,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
38,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
39,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
40,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
41,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
42,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
43,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
44,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
45,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
46,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
47,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
48,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
49,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
50,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
51,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
52,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
53,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
54,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
55,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
56,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
57,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
58,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
59,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
60,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
61,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
62,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
63,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
64,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
65,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
66,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
67,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
68,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
69,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
70,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
71,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
72,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
73,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
74,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
75,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
76,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
77,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
78,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
79,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
80,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
81,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R001_단일한도초과
82,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
83,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
84,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
85,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
86,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
87,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
88,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
89,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
90,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
91,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
92,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R006_단기반복
93,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R006_단기반복
94,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R006_단기반복
95,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
96,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
97,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
98,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
99,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
100,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
101,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
102,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
103,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
104,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
105,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
106,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
107,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
108,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
109,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
110,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
111,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
112,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
113,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
114,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
115,054a8368-caf8-44cb-85df-12d9256a8ff2,1,R001_단일한도초과
116,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
117,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
118,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
119,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
120,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
121,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
122,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
123,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
124,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
125,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
126,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
127,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
128,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
129,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
130,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
131,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
132,054a8368-caf8-44cb-85df-12d9256a8ff2,0,정상
133,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
134,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
135,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
136,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
137,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
138,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
139,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
140,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
141,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
142,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
143,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
144,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
145,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
146,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
147,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
148,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
149,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
150,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
151,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
152,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
153,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
154,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
155,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
156,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
157,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
158,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
159,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
160,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
161,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
162,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
163,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
164,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
165,0ded7c85-0a4d-4c84-b917-da91d512a750,0,정상
